,Year,District,2 Year,4 Year,Not Enrolled,all_students,female,male,gender_x,american_indian_alaskan_native,asian,black_african_american,hispanic_latino_of_any_race,native_hawaiian_other_pacific,two_or_more_races,white,english_language_learners,highly_capable,low_income,non_english_language_learners,non_highly_capable,non_low_income
616,2017,Onalaska,0.57,0.17,0.26,893,437,456,0,5,4,0,105,1,43,735,32,17,534,861,876,359
617,2017,Orcas Island,0.18,0.54,0.29,772,398,374,0,5,16,10,86,3,48,604,38,21,242,734,751,530
618,2017,Oroville,0.22,0.25,0.53,621,303,318,0,13,5,1,236,2,10,354,95,22,473,526,599,148
619,2017,Orting,0.19,0.25,0.57,2690,1306,1384,0,14,32,34,377,11,252,1970,37,52,1059,2653,2638,1631
620,2017,Othello,0.225,0.28500000000000003,0.49,4498,2131,2367,0,1,12,6,3929,2,17,414,1834,255,3791,2664,4243,707
621,2017,Pasco,0.37,0.13,0.5,18401,8978,9423,0,21,181,221,13063,28,471,4416,6957,631,13959,11444,17770,4442
622,2017,Peninsula,0.21,0.4766666666666666,0.3133333333333333,9374,4601,4773,0,41,171,88,816,23,874,7361,180,677,2540,9194,8697,6834
623,2017,Port Angeles,0.3,0.26,0.445,3838,1868,1970,0,204,57,28,331,4,410,2804,49,445,2167,3789,3393,1671
624,2017,Port Townsend,0.19,0.37,0.44,1186,611,575,0,13,27,15,96,5,61,969,39,57,628,1147,1129,558
625,2017,Prosser,0.34,0.305,0.36,2753,1376,1377,0,14,35,11,1763,2,73,853,612,66,1940,2141,2687,813
626,2017,Pullman,0.12,0.52,0.36,2938,1413,1525,0,16,284,79,312,6,202,2039,182,146,981,2756,2792,1957
627,2017,Puyallup,0.265,0.355,0.3825,22865,11001,11864,0,223,1182,903,3876,341,2888,13452,1223,1183,8679,21642,21682,14186
628,2017,Quillayute Valley,0.255,0.21,0.535,3009,1672,1337,0,122,45,91,722,17,284,1728,173,61,1834,2836,2948,1175
629,2017,Quincy,0.265,0.265,0.47,2985,1503,1482,0,3,4,11,2636,0,9,322,1321,87,2580,1664,2898,405
630,2017,Rainier,0.33,0.24,0.42,899,444,455,0,8,5,1,87,2,86,710,3,23,465,896,876,434
631,2017,Raymond,0.38,0.3,0.32,655,323,332,0,13,37,4,170,3,25,403,84,21,413,571,634,242
632,2017,Reardan-Edwall,0.19,0.31,0.5,632,306,326,0,19,1,0,21,0,28,563,14,8,259,618,624,373
633,2017,Renton,0.31,0.355,0.3325,16315,7979,8336,0,73,4072,2441,3911,167,1422,4226,2885,1357,8736,13430,14958,7579
634,2017,Richland,0.23,0.4,0.37,14069,6871,7198,0,63,515,263,2548,25,638,10017,708,864,5372,13361,13205,8697
635,2017,Ridgefield,0.32,0.33,0.35,3067,1517,1550,0,12,43,14,352,12,177,2457,111,171,837,2956,2896,2230
636,2017,Ritzville,0.19,0.24,0.57,392,185,207,0,9,6,3,40,0,7,327,1,0,182,391,392,210
637,2017,Riverside,0.19,0.24,0.565,1466,686,780,0,34,11,9,74,3,36,1299,10,43,793,1456,1423,673
638,2017,Riverview,0.2,0.53,0.27,3430,1730,1700,0,13,102,19,426,6,155,2709,155,38,538,3275,3392,2892
639,2017,Rochester,0.34,0.13,0.53,2320,1089,1231,0,76,6,12,494,9,173,1550,221,151,1276,2099,2169,1044
640,2017,Royal,0.38,0.18,0.44,1764,867,897,0,0,1,1,1440,0,2,320,812,60,1325,952,1704,439
641,2017,San Juan Island,0.15000000000000002,0.44,0.415,795,409,386,0,7,10,2,147,0,34,595,44,1,361,751,794,434
642,2017,Sedro-Woolley,0.29000000000000004,0.245,0.45999999999999996,4503,2211,2292,0,97,46,31,928,12,167,3222,323,85,2435,4180,4418,2068
643,2017,Selah,0.3,0.31,0.395,3849,1860,1989,0,22,20,20,1133,4,101,2549,348,212,1971,3501,3637,1878
644,2017,Sequim,0.3,0.29,0.41,2862,1382,1480,0,45,37,12,346,5,224,2193,57,224,1409,2805,2638,1453
645,2017,Shelton,0.24,0.185,0.575,4438,2128,2310,0,143,22,29,1412,12,361,2459,732,127,3134,3706,4311,1304
646,2017,Shoreline,0.27666666666666667,0.5233333333333333,0.19666666666666666,9765,4709,5056,0,31,1293,709,1251,61,1197,5223,728,996,2789,9037,8769,6976
647,2017,Snohomish,0.2966666666666667,0.39666666666666667,0.3066666666666667,10116,4924,5192,0,58,444,92,1140,18,591,7773,401,1056,2122,9715,9060,7994
648,2017,Snoqualmie Valley,0.22,0.58,0.195,7161,3373,3788,0,34,431,47,557,14,415,5663,186,351,813,6975,6810,6348
649,2017,South Bend,0.32,0.13,0.55,686,348,338,0,17,16,4,277,2,66,304,107,1,489,579,685,197
650,2017,South Kitsap,0.28500000000000003,0.21000000000000002,0.505,9814,4740,5074,0,93,283,131,1162,155,1185,6805,267,641,4071,9547,9173,5743
651,2017,South Whidbey,0.255,0.36,0.375,1400,699,701,0,11,30,15,93,3,62,1186,8,69,436,1392,1331,964
652,2017,Spokane,0.24285714285714285,0.34142857142857147,0.4185714285714286,30874,14955,15919,0,380,808,1011,3195,501,4028,20951,2229,1222,18612,28645,29652,12262
653,2017,Stanwood-Camano,0.305,0.27,0.42000000000000004,4603,2233,2370,0,41,61,33,469,17,269,3713,133,152,1396,4470,4451,3207
654,2017,Stevenson-Carson,0.27,0.18,0.55,924,442,482,0,15,4,4,129,1,55,716,26,64,445,898,860,479
655,2017,Sumner,0.24,0.41333333333333333,0.35333333333333333,9923,4859,5064,0,70,194,102,1350,40,908,7259,365,454,3169,9558,9469,6754
656,2017,Sunnyside,0.23,0.19,0.57,6870,3339,3531,0,0,0,8,6349,0,64,449,2240,85,5772,4630,6785,1098
657,2017,Tacoma,0.21625,0.36125,0.42625,30408,14914,15494,0,358,2825,4437,6238,895,3885,11770,3368,1622,19105,27040,28786,11303
658,2017,Tahoma,0.27,0.44,0.29,8558,4096,4462,0,34,396,188,865,81,786,6208,210,328,1246,8348,8230,7312
659,2017,Tenino,0.32,0.11,0.57,1265,593,672,0,7,6,3,108,1,65,1075,19,11,640,1246,1254,625
660,2017,Toledo,0.32999999999999996,0.19,0.48,800,376,424,0,16,5,4,75,1,42,657,13,25,418,787,775,382
661,2017,Tonasket,0.29,0.17,0.54,1181,563,618,0,7,3,2,463,1,45,660,163,3,821,1018,1178,360
662,2017,Toppenish,0.245,0.30000000000000004,0.45499999999999996,4821,2380,2441,0,544,36,32,3502,1,33,673,1717,132,4075,3104,4689,746
663,2017,Tukwila,0.29,0.3,0.4,3059,1488,1571,0,27,883,613,892,104,203,337,1159,134,2414,1900,2925,645
664,2017,Tumwater,0.33,0.3466666666666667,0.3233333333333333,7001,3363,3638,0,38,206,111,860,39,684,5063,167,322,2301,6834,6679,4700
665,2017,University Place,0.26,0.46,0.28,5721,2770,2951,0,24,543,520,839,86,946,2763,310,241,2294,5411,5480,3427
666,2017,Vancouver,0.2414285714285714,0.36428571428571427,0.39285714285714285,23688,11543,12145,0,115,758,587,6286,500,1957,13485,3289,4881,12423,20399,18807,11265
667,2017,Vashon Island,0.2,0.625,0.16999999999999998,1621,751,870,0,3,35,7,200,1,148,1227,79,63,394,1542,1558,1227
668,2017,Wahluke,0.4,0.185,0.41500000000000004,2579,1246,1333,0,15,0,1,2485,1,5,72,1476,14,2528,1103,2565,51
669,2017,Wapato,0.26,0.295,0.445,3426,1596,1830,0,684,63,1,2455,3,113,107,1715,89,3178,1711,3337,248
670,2017,Warden,0.41,0.27,0.32,1009,517,492,0,0,1,5,797,0,12,194,319,27,893,690,982,116
671,2017,Washougal,0.325,0.24,0.435,3245,1560,1685,0,16,39,23,343,5,214,2605,99,120,1268,3146,3125,1977
672,2017,Wenatchee,0.365,0.255,0.375,7882,3745,4137,0,25,70,36,3992,6,178,3575,1910,735,4829,5972,7147,3053
673,2017,West Valley (Spokane),0.27,0.32,0.41,3877,1871,2006,0,25,52,58,336,13,319,3074,107,136,2140,3770,3741,1737
674,2017,West Valley (Yakima),0.3,0.36,0.34,5424,2651,2773,0,51,134,43,1612,11,181,3392,384,467,2290,5040,4957,3134
675,2017,White River,0.19,0.28,0.53,3949,1922,2027,0,29,44,30,425,2,213,3206,107,234,1309,3842,3715,2640
676,2017,White Salmon Valley,0.19,0.4,0.41000000000000003,1331,616,715,0,11,6,2,433,1,34,844,205,100,612,1126,1231,719
677,2017,Winlock,0.44,0.19,0.375,715,332,383,0,5,1,0,174,0,55,480,84,5,550,631,710,165
678,2017,Woodland,0.20500000000000002,0.26,0.54,2501,1182,1319,0,10,14,20,514,2,82,1859,193,295,1238,2308,2206,1263
679,2017,Yakima,0.2425,0.1925,0.5625,16499,8164,8335,0,141,62,119,13009,13,388,2767,5369,665,13339,11130,15834,3160
680,2017,Yelm,0.265,0.255,0.485,5823,2837,2986,0,105,78,74,893,54,656,3963,150,312,2712,5673,5511,3111
681,2017,Zillah,0.43,0.22,0.35,1331,614,717,0,49,3,1,708,0,50,520,174,29,762,1157,1302,569
682,2018,Aberdeen,0.3,0.135,0.5549999999999999,3551,1796,1755,0,97,59,31,1143,5,296,1920,462,93,2571,3089,3458,980
683,2018,Adna,0.37,0.22,0.41,642,331,311,0,5,5,7,39,0,11,575,2,29,190,640,613,452
684,2018,Anacortes,0.25,0.49,0.26,2703,1311,1392,0,29,83,30,266,3,122,2170,56,160,721,2647,2543,1982
685,2018,Arlington,0.245,0.255,0.495,5862,2796,3065,1,58,81,38,819,14,490,4362,295,191,2155,5567,5671,3707
686,2018,Asotin-Anatone,0.13,0.54,0.33,677,340,337,0,2,8,1,38,1,35,592,0,25,246,677,652,431
687,2018,Auburn,0.295,0.33999999999999997,0.365,17612,8551,9061,0,216,1713,1322,5379,776,1733,6473,3442,462,10313,14170,17150,7299
688,2018,Bainbridge Island,0.12,0.685,0.195,3887,1837,2048,2,22,124,19,320,6,335,3061,48,568,294,3839,3319,3593
689,2018,Battle Ground,0.246,0.29,0.466,12956,6298,6656,2,63,316,116,1231,39,675,10516,805,665,4499,12151,12291,8457
690,2018,Bellevue,0.202,0.636,0.16199999999999998,21748,10367,11374,7,52,8854,691,2787,57,1978,7329,3107,2809,4072,18641,18939,17676
691,2018,Bellingham,0.265,0.435,0.295,12068,5781,6277,10,106,653,185,2070,39,952,8063,850,916,4449,11218,11152,7619
692,2018,Bethel,0.2575,0.2425,0.4975,20203,9587,10614,2,182,771,1394,3843,780,2879,10331,1036,982,10853,19167,19221,9350
693,2018,Blaine,0.32,0.25,0.44,2345,1122,1223,0,30,91,33,306,19,161,1705,109,298,1190,2236,2047,1155
694,2018,Bremerton,0.255,0.19,0.56,5028,2460,2568,0,36,180,269,1048,101,810,2584,392,208,3276,4636,4820,1752
695,2018,Brewster,0.325,0.27,0.405,1009,485,524,0,5,1,1,908,0,6,88,455,18,945,554,991,64
696,2018,Burlington-Edison,0.355,0.26,0.39,3558,1679,1879,0,26,56,25,1576,11,130,1733,793,276,1936,2765,3282,1622
697,2018,Camas,0.21999999999999997,0.3866666666666667,0.39999999999999997,7473,3692,3779,2,18,584,66,696,14,660,5435,205,647,1141,7268,6826,6332
698,2018,Cape Flattery,0.31,0.19,0.5,507,253,254,0,250,2,0,96,0,103,56,0,0,377,507,507,130
699,2018,Cascade,0.3,0.36,0.34,1357,663,692,2,8,3,6,400,1,40,894,175,25,616,1182,1332,741
700,2018,Castle Rock,0.26,0.16,0.59,1445,701,744,0,12,9,3,113,4,89,1215,32,23,802,1413,1422,643
701,2018,Central Kitsap,0.3775,0.3125,0.3125,11501,5533,5968,0,42,497,374,1737,128,2027,6696,297,626,4285,11204,10875,7216
702,2018,Central Valley,0.22999999999999998,0.38000000000000006,0.3833333333333333,14592,6958,7632,2,220,285,338,164,162,686,12736,460,1463,5969,14132,13129,8623
703,2018,Centralia,0.445,0.13,0.42000000000000004,3541,1725,1816,0,22,25,39,1293,4,149,2008,425,140,2749,3116,3401,792
704,2018,Chehalis,0.4,0.235,0.365,3146,1458,1688,0,11,33,51,624,10,212,2205,167,83,1579,2979,3063,1567
705,2018,Cheney,0.20500000000000002,0.35,0.445,5158,2434,2724,0,101,87,74,585,65,376,3870,186,398,2634,4972,4760,2524
706,2018,Chewelah,0.29,0.18000000000000002,0.53,775,368,404,3,5,2,1,31,0,53,683,0,32,451,775,743,324
707,2018,Chimacum,0.22,0.21,0.575,873,411,462,0,7,12,4,72,1,67,710,13,53,469,860,820,404
708,2018,Clarkston,0.195,0.28,0.53,2672,1323,1349,0,50,29,40,207,1,127,2218,30,74,1568,2642,2598,1104
709,2018,Cle Elum-Roslyn,0.11,0.4,0.485,874,433,439,2,7,11,3,77,0,47,729,19,31,375,855,843,499
710,2018,Clover Park,0.22666666666666668,0.24666666666666667,0.5233333333333333,13584,6537,7045,2,69,509,1663,4630,699,1922,4082,1872,299,10195,11712,13285,3389
711,2018,Colfax,0.17,0.53,0.29,552,251,301,0,1,5,0,16,0,47,483,1,13,191,551,539,361
712,2018,College Place,0.4,0.22,0.38,1468,709,759,0,3,8,8,625,7,73,743,268,93,858,1200,1375,610
713,2018,Columbia (Walla Walla),0.32,0.26,0.42,767,370,397,0,4,2,8,297,0,16,440,131,18,434,636,749,333
714,2018,Colville,0.12,0.4,0.475,1838,910,928,0,25,10,11,108,0,84,1600,30,39,1016,1808,1799,822
715,2018,Coupeville,0.13,0.35,0.52,998,521,476,1,3,9,10,148,2,120,706,32,13,384,966,985,614
716,2018,Darrington,0.32,0.27,0.41,453,236,216,1,16,4,4,27,0,36,366,3,5,241,450,448,212
717,2018,Davenport,0.13,0.4,0.46,591,303,288,0,11,5,1,17,0,17,540,2,3,344,589,588,247
718,2018,Dayton,0.38,0.33,0.29,414,203,211,0,5,5,4,74,0,5,321,2,1,234,412,413,180
719,2018,Deer Park,0.17,0.19,0.64,2638,1278,1358,2,68,14,33,145,2,15,2361,23,183,1328,2615,2455,1310
720,2018,East Valley (Spokane),0.25,0.24,0.51,4229,2045,2184,0,52,44,57,461,24,287,3304,111,186,2490,4118,4043,1739
721,2018,East Valley (Yakima),0.32,0.22,0.47,3249,1555,1694,0,21,25,20,1633,3,92,1455,395,212,1983,2854,3037,1266
722,2018,Eastmont,0.39,0.2,0.415,6342,3104,3237,1,22,45,19,2983,7,187,3079,1097,368,3736,5245,5974,2606
723,2018,Eatonville,0.21,0.28,0.51,1975,972,1002,1,15,9,16,165,8,127,1635,6,21,889,1969,1954,1086
724,2018,Edmonds,0.324,0.384,0.294,21364,10155,11199,10,92,2725,1493,4511,193,2233,10117,2934,860,8477,18430,20504,12887
725,2018,Ellensburg,0.1,0.42,0.48,3355,1635,1718,2,30,62,38,609,6,93,2517,261,222,1387,3094,3133,1968
726,2018,Elma,0.3,0.18,0.515,1533,757,776,0,23,11,6,326,0,128,1039,123,100,1202,1410,1433,331
727,2018,Enumclaw,0.22,0.31,0.46,4155,1978,2176,1,49,22,28,677,9,173,3197,261,209,1386,3894,3946,2769
728,2018,Ephrata,0.25,0.235,0.515,2634,1263,1371,0,3,16,9,875,1,48,1682,292,177,1542,2342,2457,1092
729,2018,Everett,0.31,0.34750000000000003,0.34249999999999997,20943,10148,10766,29,95,3204,878,4194,261,1820,10490,2933,1538,8220,18010,19405,12723
730,2018,Evergreen (Clark),0.27999999999999997,0.262,0.45600000000000007,25233,12132,13090,11,115,1554,687,6145,494,2155,14083,3611,1692,13192,21622,23541,12041
731,2018,Federal Way,0.27,0.33999999999999997,0.394,23562,11464,12075,23,119,2752,3590,7310,1275,2643,5873,5117,2182,15605,18445,21380,7957
732,2018,Ferndale,0.31,0.3,0.385,4823,2327,2494,2,391,173,41,972,10,382,2854,358,1026,2451,4465,3797,2372
733,2018,Fife,0.31,0.31,0.38,3835,1853,1981,1,27,305,207,797,227,528,1744,500,155,1857,3335,3680,1978
734,2018,Finley,0.3,0.11,0.59,908,424,484,0,2,2,6,426,0,31,441,172,55,694,736,853,214
735,2018,Franklin Pierce,0.20333333333333334,0.3133333333333333,0.48333333333333334,8055,3914,4141,0,69,498,797,2360,469,1224,2638,836,792,6442,7219,7263,1613
736,2018,Goldendale,0.34,0.24,0.41,980,450,530,0,48,6,3,134,1,56,732,31,39,597,949,941,383
737,2018,Grand Coulee Dam,0.26,0.24,0.5,770,366,404,0,289,2,2,86,0,166,225,90,26,568,680,744,202
738,2018,Grandview,0.27,0.225,0.5,3746,1816,1930,0,2,3,4,3467,3,9,258,1200,57,3193,2546,3689,553
739,2018,Granger,0.24,0.29,0.47,1559,786,773,0,49,0,5,1438,0,0,67,597,14,1406,962,1545,153
740,2018,Granite Falls,0.26,0.2,0.53,2098,1017,1081,0,37,14,21,252,8,129,1637,63,44,1035,2035,2054,1063
741,2018,Highland,0.23,0.29,0.48,1200,589,611,0,2,2,4,916,0,13,263,375,50,989,825,1150,211
742,2018,Highline,0.26,0.308,0.43200000000000005,19285,9222,10062,1,141,2823,2819,7567,756,1186,3992,5552,801,13313,13733,18484,5972
743,2018,Hockinson,0.24,0.34,0.42,1991,986,1005,0,8,45,15,120,2,85,1716,56,217,408,1935,1774,1583
744,2018,Hoquiam,0.345,0.165,0.49,1719,820,899,0,87,12,19,308,1,131,1161,71,85,1333,1648,1634,386
745,2018,Issaquah,0.165,0.6725,0.1625,20961,10163,10798,0,31,6261,406,1794,43,1655,10771,1362,1026,1935,19599,19935,19026
746,2018,Kalama,0.32,0.27,0.41,1044,469,575,0,11,8,18,91,7,18,891,33,72,409,1011,972,635
747,2018,Kelso,0.245,0.225,0.525,5160,2483,2677,0,60,55,16,915,76,343,3695,339,328,3136,4821,4832,2024
748,2018,Kennewick,0.2775,0.265,0.45999999999999996,19705,9521,10179,5,57,371,1146,6844,45,887,10355,2501,448,11366,17204,19257,8339
749,2018,Kent,0.31,0.33666666666666667,0.35166666666666674,27215,13132,14083,0,89,5384,3395,6121,674,2595,8957,5658,2133,14511,21557,25082,12704
750,2018,Kittitas,0.16,0.55,0.3,701,340,361,0,0,5,3,160,0,5,528,60,0,321,641,701,380
751,2018,La Center,0.33,0.27,0.4,1722,828,892,2,7,8,8,116,3,48,1532,34,118,426,1688,1604,1296
752,2018,La Conner,0.25,0.44,0.31,664,322,342,0,226,6,0,81,0,44,307,120,40,401,544,624,263
753,2018,Lake Chelan,0.19,0.345,0.46499999999999997,1449,659,789,1,0,8,4,804,1,15,617,394,52,965,1055,1397,484
754,2018,Lake Stevens,0.29,0.31,0.4,9295,4452,4842,1,36,351,171,1349,35,807,6546,433,654,2624,8862,8641,6671
755,2018,Lake Washington,0.15,0.6733333333333333,0.17666666666666667,31264,14991,16272,1,52,9423,585,3317,38,2601,15248,3112,2593,3505,28152,28671,27759
756,2018,Lake Washington Institute of Technology,0.35,0.16,0.49,778,345,433,0,7,47,37,118,6,33,530,0,0,0,778,778,778
757,2018,Lakewood,0.23,0.18,0.59,2535,1230,1305,0,19,43,55,416,36,323,1643,162,116,1068,2373,2419,1467
758,2018,Liberty,0.21,0.48,0.3,533,261,272,0,1,4,3,39,0,22,464,6,27,190,527,506,343
759,2018,Longview,0.25,0.25,0.5,6752,3341,3411,0,102,131,68,1414,54,466,4517,446,392,4427,6306,6360,2325
760,2018,Lynden,0.395,0.28500000000000003,0.32,3481,1702,1779,0,17,95,37,831,6,166,2329,368,71,1218,3113,3410,2263
761,2018,Mabton,0.21,0.13,0.66,843,411,432,0,2,0,0,824,0,0,17,365,0,805,478,843,38
762,2018,Marysville,0.32666666666666666,0.21999999999999997,0.4533333333333333,11200,5504,5696,0,624,672,206,2634,102,1225,5737,1465,480,5912,9735,10720,5288
763,2018,Mead,0.195,0.39,0.4175,10788,5295,5493,0,58,122,133,716,112,854,8793,299,982,3441,10489,9806,7347
764,2018,Medical Lake,0.20500000000000002,0.325,0.475,2002,917,1085,0,8,22,56,223,7,156,1530,8,48,800,1994,1954,1202
765,2018,Mercer Island,0.1,0.76,0.14,4522,2090,2428,4,4,1002,43,217,5,473,2778,177,734,190,4345,3788,4332
766,2018,Meridian,0.35,0.33,0.33,1772,863,909,0,18,103,17,338,4,112,1180,181,93,707,1591,1679,1065
767,2018,Methow Valley,0.155,0.515,0.33,723,336,385,2,5,5,3,51,1,19,639,4,192,313,719,531,410
768,2018,Monroe,0.305,0.31,0.385,6924,3396,3526,2,31,149,90,1524,16,378,4735,631,153,2140,6293,6771,4784
769,2018,Montesano,0.49,0.2,0.31,1439,694,745,0,27,13,0,160,1,121,1117,24,110,554,1415,1329,885
770,2018,Moses Lake,0.31,0.24,0.45,8857,4360,4497,0,28,84,80,4297,6,224,4138,1386,203,5862,7471,8654,2995
771,2018,Mount Adams,0.14,0.27,0.59,918,438,480,0,485,0,3,332,0,56,42,455,24,881,463,894,37
772,2018,Mount Vernon,0.335,0.28500000000000003,0.39,7045,3467,3578,0,32,138,57,3834,56,154,2774,1615,349,4551,5430,6696,2494
773,2018,Mukilteo,0.3133333333333333,0.36000000000000004,0.3233333333333333,16013,7663,8350,0,68,2314,1249,4528,157,1669,6028,3310,1021,8546,12703,14992,7467
774,2018,Napavine,0.44,0.1,0.46,830,371,459,0,2,5,4,123,1,47,648,25,60,404,805,770,426
775,2018,Newport,0.21000000000000002,0.32999999999999996,0.46499999999999997,1154,531,623,0,16,4,4,57,1,58,1011,1,152,758,1153,1002,396
776,2018,Nine Mile Falls,0.21,0.31,0.48,1415,656,759,0,13,8,13,87,3,79,1212,2,66,396,1413,1349,1019
777,2018,Nooksack Valley,0.35,0.32,0.34,1905,922,983,0,69,16,7,650,3,89,1071,261,19,1096,1644,1886,809
778,2018,North Franklin,0.315,0.22999999999999998,0.45499999999999996,2210,1059,1150,1,1,24,11,1580,0,26,568,778,49,1678,1432,2161,532
779,2018,North Kitsap,0.26333333333333336,0.3633333333333333,0.36999999999999994,6054,3010,3042,2,287,189,54,895,29,718,3882,236,719,2128,5818,5335,3926
780,2018,North Mason,0.32,0.16999999999999998,0.505,2333,1100,1233,0,33,15,11,554,7,149,1564,271,80,1490,2062,2253,843
781,2018,Northshore,0.254,0.47000000000000003,0.27599999999999997,23572,11510,12047,15,60,4774,491,2920,39,2071,13217,1814,2646,3548,21758,20926,20024
782,2018,Oak Harbor,0.22,0.305,0.475,6081,2938,3142,1,22,374,247,1085,46,705,3602,299,392,2570,5782,5689,3511
783,2018,Ocean Beach,0.25,0.3,0.45,1081,522,559,0,10,9,2,188,1,62,809,52,66,727,1029,1015,354
784,2018,Ocosta,0.31,0.12,0.57,635,301,334,0,21,1,6,139,0,77,391,51,9,538,584,626,97
785,2018,Okanogan,0.29,0.39,0.32,1146,535,611,0,90,4,8,317,0,101,626,129,30,746,1017,1116,400
786,2018,Olympia,0.19666666666666666,0.48666666666666664,0.32,10238,4857,5374,7,54,753,264,1210,44,1114,6799,311,308,3266,9927,9930,6972
787,2018,Omak,0.20500000000000002,0.33999999999999997,0.45499999999999996,5543,2815,2725,3,404,205,330,836,50,245,3473,223,62,2811,5320,5481,2732
788,2018,Onalaska,0.36,0.13,0.51,875,427,448,0,4,3,0,93,1,48,726,35,21,538,840,854,337
789,2018,Oroville,0.24,0.24,0.52,571,272,299,0,11,3,4,226,1,7,319,83,16,448,488,555,123
790,2018,Orting,0.17,0.29,0.54,2752,1336,1416,0,17,39,42,405,8,265,1976,63,70,949,2689,2682,1803
791,2018,Othello,0.35,0.20500000000000002,0.445,4668,2224,2444,0,3,15,6,4181,2,17,427,1860,202,3912,2808,4466,756
792,2018,Pasco,0.305,0.16499999999999998,0.53,18774,9179,9595,0,23,207,177,13276,32,486,4573,6603,765,13748,12171,18009,5026
793,2018,Peninsula,0.20666666666666667,0.47333333333333333,0.32,9478,4677,4801,0,34,161,67,916,21,1048,7231,170,739,2145,9308,8739,7333
794,2018,Port Angeles,0.295,0.28,0.425,3846,1833,2012,1,200,60,25,348,5,396,2812,54,445,2107,3792,3401,1739
795,2018,Port Townsend,0.22,0.28,0.5,1230,605,622,3,16,26,14,93,3,68,1010,37,72,672,1193,1158,558
796,2018,Prosser,0.34,0.24,0.42,2724,1343,1381,0,14,32,11,1755,3,77,832,589,74,1936,2135,2650,788
797,2018,Pullman,0.15,0.6,0.25,2913,1402,1511,0,18,271,87,326,5,203,2003,186,131,977,2727,2782,1936
798,2018,Puyallup,0.225,0.38,0.395,23157,11151,12006,0,229,1292,1046,3927,386,2955,13322,1330,1305,8979,21827,21852,14178
799,2018,Quillayute Valley,0.245,0.11499999999999999,0.645,3291,1828,1463,0,99,62,89,782,17,320,1922,194,50,1885,3097,3241,1406
800,2018,Quincy,0.3,0.2,0.495,3023,1539,1484,0,2,6,11,2674,0,10,320,1317,90,2587,1706,2933,436
801,2018,Rainier,0.24,0.15,0.61,905,439,465,1,3,5,3,88,2,93,711,3,21,433,902,884,472
802,2018,Raymond,0.37,0.29,0.34,585,282,301,2,14,34,3,172,3,13,346,71,20,380,514,565,205
803,2018,Reardan-Edwall,0.2,0.35,0.45,625,306,318,1,21,1,1,22,0,30,550,11,5,256,614,620,369
804,2018,Renton,0.355,0.34,0.3075,16334,8036,8292,6,73,4074,2340,4043,182,1500,4122,2858,1283,8538,13476,15051,7796
805,2018,Richland,0.23,0.38,0.39,14186,6931,7255,0,68,492,223,2663,24,659,10057,729,926,5750,13457,13260,8436
806,2018,Ridgefield,0.31,0.23,0.46,3230,1604,1626,0,16,41,19,393,5,184,2572,101,202,829,3129,3028,2401
807,2018,Ritzville,0.15,0.35,0.5,384,182,202,0,6,7,2,45,1,9,314,0,0,191,384,384,193
808,2018,Riverside,0.245,0.32,0.44,1454,678,775,1,28,13,8,81,2,42,1280,10,51,793,1444,1403,661
809,2018,Riverview,0.21,0.51,0.275,3470,1716,1748,6,12,109,27,438,4,161,2719,173,36,502,3297,3434,2968
810,2018,Rochester,0.33999999999999997,0.155,0.51,2359,1108,1251,0,82,11,9,518,12,191,1536,220,157,1268,2139,2202,1091
811,2018,Royal,0.4,0.14,0.46,1755,868,887,0,0,2,0,1426,0,6,321,794,102,1376,961,1653,379
812,2018,San Juan Island,0.15,0.365,0.485,805,413,392,0,5,10,3,153,0,30,604,46,3,341,759,802,464
813,2018,Sedro-Woolley,0.275,0.21000000000000002,0.515,4690,2298,2392,0,106,43,23,1007,14,208,3288,389,94,2558,4301,4596,2132
814,2018,Selah,0.27,0.265,0.46499999999999997,3857,1887,1969,1,15,25,17,1168,3,102,2527,342,289,2073,3515,3568,1784
815,2018,Sequim,0.31,0.3,0.39,2828,1386,1442,0,42,45,17,346,7,222,2149,60,242,1375,2768,2586,1453
816,2018,Shelton,0.255,0.175,0.5700000000000001,4468,2118,2346,4,139,19,21,1510,15,355,2409,827,112,3117,3641,4356,1351
817,2018,Shoreline,0.2866666666666667,0.54,0.17,9819,4717,5100,2,26,1276,765,1314,56,1235,5147,787,1118,2847,9032,8701,6972
818,2018,Snohomish,0.29,0.4366666666666667,0.27999999999999997,10037,4848,5184,5,46,480,102,1157,19,622,7611,410,1813,2052,9627,8224,7985
819,2018,Snoqualmie Valley,0.2,0.585,0.22,7240,3444,3796,0,35,480,65,599,18,455,5588,226,383,805,7014,6857,6435
820,2018,South Bend,0.53,0.18,0.29,652,323,329,0,16,24,3,280,1,61,267,107,1,441,545,651,211
821,2018,South Kitsap,0.22,0.25,0.53,9795,4729,5066,0,92,263,138,1232,165,1194,6711,284,696,3940,9511,9099,5855
822,2018,South Whidbey,0.14500000000000002,0.43,0.42,1361,683,678,0,9,21,12,107,2,98,1112,10,57,435,1351,1304,926
823,2018,Spokane,0.22142857142857145,0.33714285714285713,0.4428571428571429,31061,15045,16015,1,333,739,977,3353,517,4264,20859,2180,1131,18701,28881,29930,12360
824,2018,Stanwood-Camano,0.235,0.32999999999999996,0.435,4703,2272,2431,0,41,63,37,499,17,294,3752,149,150,1421,4554,4553,3282
