,Year,District,2 Year,4 Year,Not Enrolled,all_students,female,male,gender_x,american_indian_alaskan_native,asian,black_african_american,hispanic_latino_of_any_race,native_hawaiian_other_pacific,two_or_more_races,white,english_language_learners,highly_capable,low_income,non_english_language_learners,non_highly_capable,non_low_income
407,2016,La Center,0.39,0.28,0.335,1687,810,877,0,5,13,8,93,2,39,1527,42,0,431,1645,1687,1256
408,2016,La Conner,0.31,0.51,0.18,614,309,305,0,243,8,2,55,1,25,280,85,11,377,529,603,237
409,2016,Lake Chelan,0.245,0.48,0.28500000000000003,1493,682,811,0,2,6,7,829,0,18,631,424,40,1002,1069,1453,491
410,2016,Lake Stevens,0.33,0.29,0.38,8950,4273,4677,0,36,306,163,1224,34,762,6425,359,364,2732,8591,8586,6218
411,2016,Lake Washington,0.19833333333333333,0.6233333333333333,0.17833333333333334,29724,14323,15401,0,60,7737,493,3131,32,2305,15966,2873,1745,3786,26851,27979,25938
412,2016,Lake Washington Institute of Technology,0.27,0.1,0.63,654,275,379,0,3,26,18,73,2,30,353,0,0,0,654,654,654
413,2016,Lakewood,0.38,0.16,0.46,2447,1164,1283,0,19,39,40,397,31,205,1716,132,35,978,2315,2412,1469
414,2016,Liberty,0.18,0.55,0.27,470,215,255,0,2,4,3,37,0,13,411,5,20,180,465,450,290
415,2016,Longview,0.3233333333333333,0.2333333333333333,0.4466666666666666,6834,3389,3445,0,89,116,73,1386,33,508,4629,509,242,4420,6325,6592,2414
416,2016,Lynden,0.375,0.255,0.37,3274,1575,1699,0,21,84,35,790,2,138,2204,322,0,1207,2952,3274,2067
417,2016,Mabton,0.31,0.23,0.46,945,479,466,0,3,0,0,923,0,0,19,425,0,895,520,945,50
418,2016,Manson,0.33,0.2,0.47,698,330,368,0,9,3,3,467,0,2,214,43,0,542,655,698,156
419,2016,Marysville,0.37142857142857144,0.21428571428571427,0.41285714285714287,11318,5537,5781,0,704,572,202,2511,83,1215,6031,1442,268,5944,9876,11050,5374
420,2016,Mead,0.2225,0.4225,0.355,10146,4960,5186,0,49,91,139,601,96,810,8360,257,702,3328,9889,9444,6818
421,2016,Medical Lake,0.26,0.22999999999999998,0.51,1920,900,1020,0,6,17,59,228,12,168,1430,18,22,770,1902,1898,1150
422,2016,Mercer Island,0.09,0.77,0.15,4483,2085,2398,0,9,899,48,196,7,385,2939,150,711,175,4333,3772,4308
423,2016,Meridian,0.39,0.29,0.33,1736,828,908,0,9,91,14,335,4,89,1194,155,7,683,1581,1729,1053
424,2016,Methow Valley,0.125,0.51,0.375,626,301,325,0,5,6,2,36,0,18,557,7,92,287,619,534,339
425,2016,Monroe,0.28500000000000003,0.29500000000000004,0.42000000000000004,7083,3482,3601,0,43,159,83,1476,16,360,4945,600,1252,2044,6483,5831,5039
426,2016,Montesano,0.43,0.32,0.25,1442,690,752,0,21,12,1,166,0,99,1143,28,0,563,1414,1442,879
427,2016,Moses Lake,0.32,0.27,0.41,8687,4285,4402,0,31,69,98,4055,4,213,4217,1338,309,5786,7349,8378,2901
428,2016,Mount Adams,0.09,0.37,0.54,945,450,495,0,500,0,0,354,0,48,43,464,20,870,481,925,75
429,2016,Mount Vernon,0.26,0.28,0.46,6977,3471,3506,0,37,130,69,3756,46,145,2794,1607,4,4524,5370,6973,2453
430,2016,Mukilteo,0.32,0.34,0.33666666666666667,15814,7570,8244,0,54,2314,1067,4537,165,1503,6174,3077,426,8470,12737,15388,7344
431,2016,Napavine,0.36,0.12,0.52,810,370,440,0,2,4,3,109,0,38,654,27,0,390,783,810,420
432,2016,Newport,0.24,0.30000000000000004,0.45999999999999996,1094,506,588,0,6,6,1,62,2,56,961,5,138,715,1089,956,379
433,2016,Nine Mile Falls,0.45,0.31,0.24,1442,711,731,0,19,7,12,81,3,87,1233,2,56,476,1440,1386,966
434,2016,Nooksack Valley,0.39,0.29,0.32,1775,855,920,0,71,18,8,599,1,92,986,264,0,1056,1511,1775,719
435,2016,North Franklin,0.29000000000000004,0.19,0.52,2179,1027,1152,0,0,24,5,1564,0,22,564,772,34,1659,1407,2145,520
436,2016,North Kitsap,0.30333333333333334,0.34,0.35666666666666663,5974,2945,3029,0,261,179,52,791,20,673,3998,229,293,2093,5745,5681,3881
437,2016,North Mason,0.29500000000000004,0.19,0.515,2217,1079,1138,0,24,15,14,452,12,156,1544,207,25,1301,2010,2192,916
438,2016,Northshore,0.25,0.46799999999999997,0.282,22047,10688,11359,0,70,3709,421,2767,52,1905,13123,1706,803,3494,20341,21244,18553
439,2016,Oak Harbor,0.22,0.31,0.47,5963,2849,3114,0,19,422,254,941,49,679,3599,263,272,2539,5700,5691,3424
440,2016,Ocean Beach,0.17,0.26,0.57,1022,479,543,0,17,10,3,181,1,64,746,67,35,700,955,987,322
441,2016,Ocosta,0.45,0.16,0.39,623,295,328,0,23,5,4,123,0,63,405,49,31,491,574,592,132
442,2016,Okanogan,0.35,0.32,0.33,1131,544,587,0,107,5,4,305,1,64,644,116,8,703,1015,1123,428
443,2016,Olympia,0.20666666666666667,0.5133333333333333,0.27999999999999997,10055,4816,5239,0,54,723,226,1112,23,1053,6864,233,58,3222,9822,9997,6833
444,2016,Omak,0.125,0.16999999999999998,0.705,5471,2834,2637,0,464,192,346,645,62,160,3602,189,14,2321,5282,5457,3150
445,2016,Onalaska,0.51,0.16,0.33,816,390,426,0,5,4,0,91,0,36,680,32,0,480,784,816,336
446,2016,Orcas Island,0.12,0.56,0.32,801,420,381,0,4,18,15,77,4,49,634,47,0,225,754,801,576
447,2016,Oroville,0.3,0.13,0.57,596,287,309,0,10,6,1,228,2,16,333,90,14,429,506,582,167
448,2016,Orting,0.2,0.29,0.51,2619,1274,1345,0,12,34,31,359,8,223,1952,38,41,980,2581,2578,1639
449,2016,Othello,0.315,0.21000000000000002,0.47,4414,2104,2310,0,0,9,4,3935,1,18,447,1937,68,3733,2477,4346,681
450,2016,Pasco,0.365,0.155,0.485,17983,8723,9260,0,16,180,220,12696,31,453,4387,5447,593,13345,12536,17390,4638
451,2016,Peninsula,0.23666666666666666,0.4466666666666667,0.31666666666666665,9173,4500,4673,0,41,165,83,744,20,789,7331,140,337,2456,9033,8836,6717
452,2016,Port Angeles,0.3,0.235,0.45999999999999996,3827,1883,1944,0,195,62,28,324,8,410,2800,45,161,2156,3782,3666,1671
453,2016,Port Townsend,0.23,0.36,0.42,1189,593,596,0,14,25,13,93,5,62,977,28,0,635,1161,1189,554
454,2016,Prosser,0.28,0.29000000000000004,0.425,2779,1382,1397,0,12,35,13,1732,3,74,888,619,49,1999,2160,2730,780
455,2016,Pullman,0.11,0.59,0.3,2870,1365,1505,0,11,289,69,321,6,203,1971,194,77,952,2676,2793,1918
456,2016,Puyallup,0.2625,0.335,0.40249999999999997,22471,10756,11715,0,200,1120,844,3673,292,2785,13557,1131,959,8197,21340,21512,14274
457,2016,Quillayute Valley,0.28500000000000003,0.155,0.565,3063,1688,1375,0,126,50,92,675,16,280,1824,128,39,1850,2935,3024,1213
458,2016,Quincy,0.305,0.27,0.42,2985,1483,1502,0,2,3,7,2624,0,7,339,1285,85,2595,1700,2900,390
459,2016,Rainier,0.22,0.3,0.48,826,399,427,0,3,6,4,80,2,63,668,4,0,426,822,826,400
460,2016,Raymond,0.36,0.2,0.43,669,333,336,0,18,37,4,165,2,22,421,83,0,402,586,669,267
461,2016,Reardan-Edwall,0.27,0.37,0.37,585,291,294,0,23,0,0,24,0,30,508,8,0,238,577,585,347
462,2016,Renton,0.32,0.325,0.3525,16046,7808,8238,0,89,4051,2474,3741,144,1299,4248,2748,1100,8685,13298,14946,7361
463,2016,Richland,0.25,0.35,0.4,13699,6709,6990,0,63,515,283,2362,27,588,9861,594,349,5459,13105,13350,8240
464,2016,Ridgefield,0.38,0.3,0.32,2823,1395,1428,0,6,39,16,318,10,162,2272,93,72,791,2730,2751,2032
465,2016,Ritzville,0.19,0.3,0.52,376,178,198,0,8,7,3,42,0,6,309,1,0,183,375,376,193
466,2016,Riverside,0.315,0.21,0.475,1500,701,799,0,39,8,7,80,4,36,1326,11,15,846,1489,1485,654
467,2016,Riverview,0.22,0.47,0.315,3364,1689,1675,0,14,88,19,425,9,145,2663,143,27,531,3221,3337,2833
468,2016,Rochester,0.395,0.095,0.51,2261,1064,1197,0,81,11,8,483,3,146,1529,170,130,1264,2091,2131,997
469,2016,Royal,0.42,0.21,0.37,1758,859,899,0,3,1,1,1455,0,3,295,819,0,1352,939,1758,406
470,2016,San Juan Island,0.16,0.555,0.29,823,415,408,0,6,13,3,144,1,40,616,32,23,374,791,800,449
471,2016,Sedro-Woolley,0.18333333333333335,0.19000000000000003,0.6266666666666666,4463,2184,2279,0,101,38,32,896,10,153,3233,336,51,2486,4127,4412,1977
472,2016,Selah,0.32,0.28,0.41000000000000003,3806,1842,1964,0,29,18,19,1094,3,94,2549,336,166,1982,3470,3640,1824
473,2016,Sequim,0.24,0.22,0.53,2870,1402,1468,0,51,44,13,332,7,200,2223,49,59,1420,2821,2811,1450
474,2016,Shelton,0.225,0.16,0.61,4373,2080,2293,0,146,24,23,1331,8,352,2489,605,95,3078,3768,4278,1295
475,2016,Shoreline,0.30666666666666664,0.49,0.19999999999999998,9628,4622,5006,0,34,1294,677,1215,55,1142,5209,702,764,2745,8926,8864,6883
476,2016,Snohomish,0.29333333333333333,0.4033333333333333,0.30333333333333334,10137,4958,5179,0,53,415,87,1085,15,596,7886,357,1055,2239,9780,9082,7898
477,2016,Snoqualmie Valley,0.24,0.535,0.22499999999999998,7050,3334,3716,0,34,381,50,530,14,366,5675,197,230,891,6853,6820,6159
478,2016,South Bend,0.405,0.11499999999999999,0.475,683,330,353,0,16,19,6,273,2,71,296,102,0,471,581,683,212
479,2016,South Kitsap,0.28,0.225,0.495,9861,4714,5147,0,96,295,123,1078,148,1156,6965,187,412,4274,9674,9449,5587
480,2016,South Whidbey,0.23,0.44,0.32999999999999996,1389,706,683,0,12,34,16,86,5,54,1182,5,2,444,1384,1387,945
481,2016,Spokane,0.21571428571428572,0.39333333333333337,0.44571428571428573,30796,14929,15867,0,392,795,941,3151,518,3996,21003,1804,794,18651,28992,30002,12145
482,2016,Stanwood-Camano,0.34,0.28,0.38,4594,2217,2377,0,43,55,35,425,18,235,3783,117,136,1380,4477,4458,3214
483,2016,Stevenson-Carson,0.14,0.225,0.635,960,445,515,0,16,5,8,131,3,53,744,23,46,487,937,914,473
484,2016,Sumner,0.2833333333333334,0.3333333333333333,0.3833333333333333,9841,4834,5007,0,72,185,97,1314,34,867,7272,325,306,3291,9516,9535,6550
485,2016,Sunnyside,0.23,0.19,0.58,6825,3301,3524,0,1,1,5,6279,0,69,470,2214,33,5820,4611,6792,1005
486,2016,Tacoma,0.225,0.38125,0.395,30302,14914,15388,0,377,2866,4932,6090,857,3102,12078,3187,1387,19322,27115,28915,10980
487,2016,Tahoma,0.31,0.38,0.31,8419,4025,4394,0,29,360,165,825,67,743,6230,163,153,1210,8256,8266,7209
488,2016,Tenino,0.48,0.07,0.45,1258,567,691,0,14,4,2,93,1,57,1087,13,9,627,1245,1249,631
489,2016,Toledo,0.305,0.175,0.52,781,364,417,0,17,6,3,78,1,36,640,18,7,408,763,774,373
490,2016,Tonasket,0.19,0.38,0.42,1191,567,624,0,9,2,3,440,1,47,689,193,0,823,998,1191,368
491,2016,Toppenish,0.31000000000000005,0.195,0.495,4821,2372,2449,0,557,34,15,3503,0,38,674,1742,1,3848,3079,4820,973
492,2016,Tukwila,0.31,0.31,0.38,3088,1506,1582,0,29,881,611,888,110,199,370,1134,91,2433,1954,2997,655
493,2016,Tumwater,0.31666666666666665,0.33,0.35000000000000003,6503,3118,3385,0,42,193,100,772,33,607,4756,173,50,2174,6330,6453,4329
494,2016,University Place,0.28,0.45,0.26,5744,2809,2935,0,30,544,522,802,55,962,2829,287,226,2348,5457,5518,3396
495,2016,Vancouver,0.2671428571428572,0.3457142857142857,0.3842857142857143,23872,11619,12253,0,125,766,610,6168,463,1851,13889,3188,220,12813,20684,23652,11059
496,2016,Vashon Island,0.14500000000000002,0.6,0.26,1644,766,878,0,4,35,13,206,1,156,1229,63,49,415,1581,1595,1229
497,2016,Wahluke,0.365,0.1,0.535,2572,1251,1321,0,15,0,1,2467,0,5,84,1481,166,2524,1091,2406,48
498,2016,Wapato,0.19,0.29000000000000004,0.52,3358,1581,1777,0,668,53,1,2424,4,105,103,1132,71,3151,2226,3287,207
499,2016,Warden,0.47,0.21,0.31,993,512,481,0,0,2,4,798,0,10,179,363,2,881,630,991,112
500,2016,Washougal,0.305,0.255,0.445,3259,1571,1688,0,16,44,22,327,7,207,2636,99,0,1313,3160,3259,1946
501,2016,Wenatchee,0.38,0.265,0.355,7830,3752,4078,0,25,64,36,3935,5,195,3570,1894,588,4527,5936,7242,3303
502,2016,West Valley (Spokane),0.35,0.31,0.34,3828,1827,2001,0,36,45,71,330,6,320,3019,78,26,2094,3750,3802,1734
503,2016,West Valley (Yakima),0.29,0.38,0.33,5232,2561,2671,0,49,126,38,1554,11,179,3273,381,418,2095,4851,4814,3137
504,2016,White River,0.19,0.3,0.51,3828,1837,1991,0,25,37,28,394,4,204,3136,90,94,1227,3738,3734,2601
505,2016,White Salmon Valley,0.16,0.42500000000000004,0.41500000000000004,1303,605,698,0,10,6,2,431,1,36,817,197,16,637,1106,1287,666
506,2016,Winlock,0.37,0.095,0.53,732,336,396,0,5,3,1,183,0,43,494,86,0,594,646,732,138
507,2016,Woodland,0.265,0.24,0.495,2427,1149,1278,0,12,13,20,486,1,76,1819,182,252,1203,2245,2175,1224
508,2016,Yakima,0.2333333333333333,0.30000000000000004,0.47,16395,8091,8304,0,141,62,136,12814,16,400,2826,5548,544,13305,10847,15851,3090
509,2016,Yelm,0.225,0.25,0.525,5857,2813,3044,0,101,77,79,853,61,625,4061,138,0,2741,5719,5857,3116
510,2016,Zillah,0.27,0.35,0.39,1374,629,745,0,53,4,2,705,1,50,559,164,4,821,1210,1370,553
511,2017,Aberdeen,0.33999999999999997,0.2,0.45999999999999996,3599,1808,1791,0,113,70,30,1164,7,290,1925,463,91,2641,3136,3508,958
512,2017,Adna,0.48,0.15,0.38,646,329,317,0,5,5,3,37,0,17,579,0,27,193,646,619,453
513,2017,Anacortes,0.3,0.41000000000000003,0.29000000000000004,2799,1361,1438,0,20,97,28,280,3,81,2290,73,245,815,2726,2554,1984
514,2017,Arlington,0.305,0.28,0.41000000000000003,5704,2714,2990,0,74,65,43,798,11,435,4278,282,182,2102,5422,5522,3602
515,2017,Asotin-Anatone,0.08,0.55,0.37,659,338,321,0,3,8,1,39,0,34,574,0,31,197,659,628,462
516,2017,Auburn,0.31,0.3025,0.38749999999999996,17092,8326,8766,0,197,1520,1257,5114,687,1662,6655,3118,365,9682,13974,16727,7410
517,2017,Bainbridge Island,0.1,0.65,0.255,3931,1882,2049,0,26,129,21,298,8,338,3111,54,510,316,3877,3421,3615
518,2017,Battle Ground,0.26799999999999996,0.256,0.472,13541,6548,6993,0,57,309,102,1254,34,679,11106,893,559,4857,12648,12982,8684
519,2017,Bellevue,0.194,0.6439999999999999,0.164,21628,10384,11244,0,43,8618,641,2635,41,1950,7682,2989,2427,4062,18639,19201,17566
520,2017,Bellingham,0.2875,0.4225,0.2875,11901,5661,6240,0,115,667,237,1927,42,914,7999,862,880,4614,11039,11021,7287
521,2017,Bethel,0.20800000000000002,0.20400000000000001,0.588,20219,9580,10639,0,192,760,1417,3659,734,2681,10776,911,985,10767,19308,19234,9452
522,2017,Blaine,0.3,0.27,0.43,2285,1072,1213,0,31,79,38,289,19,151,1678,93,227,1139,2192,2058,1146
523,2017,Bremerton,0.365,0.13,0.505,5031,2450,2581,0,34,185,257,993,93,803,2666,323,189,3283,4708,4842,1748
524,2017,Brewster,0.305,0.43,0.255,998,480,518,0,6,1,1,904,0,6,80,458,13,946,540,985,52
525,2017,Burlington-Edison,0.355,0.235,0.405,3605,1694,1911,0,25,66,20,1542,12,132,1805,798,313,1964,2807,3292,1641
526,2017,Camas,0.19000000000000003,0.41333333333333333,0.3933333333333333,7263,3596,3667,0,20,526,63,647,13,619,5375,209,588,1131,7054,6675,6132
527,2017,Cape Flattery,0.4,0.31,0.29,492,250,242,0,237,2,0,90,0,103,60,0,0,384,492,492,108
528,2017,Cascade,0.3,0.34,0.36,1086,557,529,0,5,6,2,313,0,25,731,130,22,504,956,1064,582
529,2017,Castle Rock,0.34,0.17,0.49,1343,645,698,0,11,9,2,113,4,82,1122,34,22,735,1309,1321,608
530,2017,Central Kitsap,0.33999999999999997,0.29,0.3725,11362,5499,5863,0,48,476,358,1549,122,1955,6841,89,666,3808,11273,10696,7554
531,2017,Central Valley,0.23,0.37666666666666665,0.3933333333333333,14190,6772,7418,0,172,246,276,1081,170,614,11631,520,1856,5646,13670,12334,8544
532,2017,Centralia,0.38,0.14,0.485,3628,1756,1872,0,21,22,35,1279,8,136,2127,407,84,2758,3221,3544,870
533,2017,Chehalis,0.405,0.185,0.41000000000000003,3088,1414,1674,0,12,36,59,587,10,192,2192,172,77,1506,2916,3011,1582
534,2017,Cheney,0.2,0.365,0.435,4911,2330,2581,0,79,81,76,533,36,319,3787,137,395,2484,4774,4516,2427
535,2017,Chewelah,0.14666666666666667,0.24,0.6166666666666667,768,364,404,0,6,5,3,30,1,39,684,0,35,451,768,733,317
536,2017,Chimacum,0.23,0.24,0.53,989,468,521,0,10,10,5,83,1,79,801,8,58,525,981,931,464
537,2017,Clarkston,0.18,0.365,0.44999999999999996,2709,1348,1361,0,57,29,45,201,2,123,2252,26,76,1616,2683,2633,1093
538,2017,Cle Elum-Roslyn,0.095,0.38,0.525,903,436,467,0,5,11,4,82,0,46,754,17,33,373,886,870,530
539,2017,Clover Park,0.22,0.31,0.4766666666666666,13710,6532,7178,0,78,550,1673,4614,653,1912,4227,1680,392,9891,12030,13318,3819
540,2017,Columbia (Walla Walla),0.3,0.33,0.37,779,382,397,0,5,0,6,277,0,20,471,117,16,446,662,763,333
541,2017,Colville,0.18,0.235,0.58,1770,875,895,0,23,9,11,96,2,74,1555,22,39,1005,1748,1731,765
542,2017,Coupeville,0.18,0.35,0.47,1001,539,462,0,1,14,12,138,1,127,708,27,4,381,974,997,620
543,2017,Davenport,0.15,0.54,0.31,622,320,302,0,14,6,2,17,0,12,571,2,7,364,620,615,258
544,2017,Dayton,0.38,0.22,0.41,437,209,228,0,6,7,3,72,0,8,341,2,6,248,435,431,189
545,2017,Deer Park,0.22,0.19,0.59,2558,1244,1314,0,49,13,38,152,2,14,2290,17,491,1245,2541,2067,1313
546,2017,East Valley (Spokane),0.28,0.23,0.5,4407,2117,2290,0,56,45,55,463,37,302,3449,129,178,2566,4278,4229,1841
547,2017,East Valley (Yakima),0.29,0.3,0.41,3254,1566,1688,0,21,30,26,1575,2,84,1516,424,222,1969,2830,3032,1285
548,2017,Eastmont,0.32,0.2,0.48,6303,3087,3216,0,21,47,16,2937,9,183,3090,1155,385,3725,5148,5918,2578
549,2017,Eatonville,0.2,0.28,0.51,1922,935,987,0,13,14,14,141,7,116,1617,9,29,853,1913,1893,1069
550,2017,Edmonds,0.32599999999999996,0.406,0.266,21289,10145,11144,0,108,2743,1425,4420,181,2234,10178,2814,900,8447,18475,20389,12842
551,2017,Ellensburg,0.09,0.47,0.44,3391,1637,1754,0,32,57,37,642,6,75,2542,264,199,1400,3127,3192,1991
552,2017,Elma,0.325,0.065,0.605,1501,732,769,0,15,12,7,312,0,125,1030,135,43,1211,1366,1458,290
553,2017,Enumclaw,0.3,0.3,0.4,4145,1959,2186,0,43,27,22,642,14,176,3221,244,159,1420,3901,3986,2725
554,2017,Ephrata,0.325,0.25,0.435,2605,1252,1353,0,3,13,9,845,1,40,1694,287,166,1545,2318,2439,1060
555,2017,Everett,0.3175,0.345,0.3375,20697,10082,10615,0,99,2933,857,3979,267,1572,10990,2810,1312,7427,17887,19385,13270
556,2017,Evergreen (Clark),0.288,0.258,0.45,25853,12423,13430,0,119,1615,704,5872,486,2156,14901,3634,1641,13399,22219,24212,12454
557,2017,Federal Way,0.242,0.362,0.4,23639,11429,12210,0,125,2709,3362,7062,1259,2881,6241,4879,2186,15274,18760,21453,8365
558,2017,Ferndale,0.335,0.255,0.415,4840,2361,2479,0,420,168,36,925,8,366,2917,321,1044,2436,4519,3796,2404
559,2017,Fife,0.34,0.28,0.38,3836,1872,1964,0,25,312,177,771,195,542,1814,478,146,1719,3358,3690,2117
560,2017,Finley,0.3,0.15,0.55,924,429,495,0,1,2,3,413,0,36,469,166,41,700,758,883,224
561,2017,Franklin Pierce,0.21333333333333335,0.31666666666666665,0.47000000000000003,8065,3954,4111,0,72,488,776,2311,457,1196,2765,809,1413,6545,7256,6652,1520
562,2017,Goldendale,0.26,0.16,0.57,990,464,526,0,50,8,6,136,1,49,740,35,32,587,955,958,403
563,2017,Grand Coulee Dam,0.27,0.2,0.535,750,345,405,0,271,2,2,80,0,165,230,91,39,538,659,711,212
564,2017,Grandview,0.295,0.18,0.52,3813,1881,1932,0,0,3,5,3525,1,11,268,1301,45,3278,2512,3768,535
565,2017,Granger,0.12,0.29,0.59,1381,690,691,0,41,0,1,1284,0,13,42,517,17,1290,864,1364,91
566,2017,Granite Falls,0.28,0.14,0.5800000000000001,2061,1003,1058,0,41,10,24,215,7,116,1648,61,49,1065,2000,2012,996
567,2017,Highland,0.42,0.22,0.36,1185,582,603,0,3,1,3,907,0,16,255,381,90,972,804,1095,213
568,2017,Highline,0.2975,0.27125,0.4325,19969,9557,10412,0,171,2881,2909,7677,784,1211,4336,5599,836,13797,14370,19133,6172
569,2017,Hockinson,0.36,0.38,0.26,1979,964,1015,0,8,49,16,102,2,70,1732,61,226,378,1918,1753,1601
570,2017,Hoquiam,0.485,0.14,0.37,1715,819,896,0,91,13,25,305,1,108,1172,81,42,1227,1634,1673,488
571,2017,Issaquah,0.2,0.645,0.1575,20998,10190,10808,0,32,6042,392,1765,50,1588,11129,1360,914,2034,19638,20084,18964
572,2017,Kalama,0.33,0.32,0.35,1031,461,570,0,10,11,13,79,6,16,896,29,60,378,1002,971,653
573,2017,Kelso,0.27,0.19,0.535,5193,2537,2656,0,58,47,22,897,61,296,3812,332,295,3202,4861,4898,1991
574,2017,Kennewick,0.2675,0.2975,0.4325,18921,9034,9887,0,61,359,455,6721,42,817,10466,2912,477,11244,16009,18444,7677
575,2017,Kent,0.3283333333333333,0.32666666666666666,0.3466666666666667,27876,13437,14439,0,96,5348,3322,6297,731,2688,9394,5681,1855,14814,22195,26021,13062
576,2017,Kettle Falls,0.19,0.32,0.49,1005,516,489,0,20,9,9,70,2,53,842,0,45,520,1005,960,485
577,2017,Kittitas,0.1,0.45,0.45,700,343,357,0,0,7,2,154,1,12,524,42,0,316,658,700,384
578,2017,La Center,0.35,0.23,0.42,1570,748,822,0,5,10,8,104,3,40,1400,33,66,418,1537,1504,1152
579,2017,La Conner,0.38,0.38,0.24,637,307,330,0,228,6,0,59,0,36,308,99,39,392,538,598,245
580,2017,Lake Chelan,0.29500000000000004,0.37,0.33999999999999997,1453,668,785,0,2,10,3,807,0,17,613,414,37,947,1039,1416,506
581,2017,Lake Stevens,0.32,0.31,0.38,9031,4303,4728,0,35,330,167,1282,29,778,6410,388,543,2584,8643,8488,6447
582,2017,Lake Washington,0.16857142857142857,0.6828571428571429,0.15,30316,14656,15660,0,60,8521,542,3158,38,2379,15618,2914,2289,3615,27402,28027,26701
583,2017,Lake Washington Institute of Technology,0.34,0.13,0.52,704,297,407,0,4,37,21,99,5,32,506,0,0,0,704,704,704
584,2017,Lakewood,0.31,0.26,0.43,2493,1190,1303,0,17,41,51,427,44,247,1666,161,102,1011,2332,2391,1482
585,2017,Liberty,0.32,0.39,0.29,516,251,265,0,2,4,2,41,0,18,449,6,23,202,510,493,314
586,2017,Longview,0.3466666666666667,0.22333333333333336,0.43333333333333335,6743,3313,3430,0,94,121,75,1403,41,465,4544,446,415,4399,6297,6328,2344
587,2017,Lynden,0.385,0.23,0.39,3282,1581,1701,0,21,89,43,790,3,140,2196,338,68,1166,2944,3214,2116
588,2017,Mabton,0.27,0.29,0.44,917,462,455,0,3,0,0,897,0,0,17,406,0,866,511,917,51
589,2017,Manson,0.34,0.32,0.34,642,303,339,0,7,1,3,424,0,1,206,242,20,487,400,622,155
590,2017,Marysville,0.31714285714285717,0.2542857142857143,0.42857142857142855,11294,5550,5744,0,682,599,188,2535,95,1233,5962,1506,575,5983,9788,10719,5311
591,2017,Mead,0.2225,0.395,0.3825,10474,5181,5293,0,41,104,139,648,107,846,8589,271,850,3364,10203,9624,7110
592,2017,Medical Lake,0.22999999999999998,0.345,0.42000000000000004,1978,924,1054,0,7,26,58,229,8,168,1482,15,53,781,1963,1925,1197
593,2017,Mercer Island,0.1,0.78,0.12,4553,2103,2450,0,6,951,40,210,5,434,2907,175,795,162,4378,3758,4391
594,2017,Meridian,0.33,0.29,0.38,1804,867,937,0,13,112,14,350,4,107,1204,192,76,756,1612,1728,1048
595,2017,Methow Valley,0.21500000000000002,0.44,0.35,668,318,350,0,7,5,4,39,1,19,592,3,149,304,665,519,364
596,2017,Monroe,0.23,0.4,0.365,7031,3442,3589,0,39,167,83,1527,14,352,4849,633,1111,2158,6398,5920,4873
597,2017,Montesano,0.43,0.25,0.32,1422,682,740,0,25,15,0,150,0,106,1125,26,84,534,1396,1338,888
598,2017,Moses Lake,0.3,0.24,0.45,8701,4326,4375,0,33,85,84,4137,5,209,4148,1430,456,5806,7271,8245,2895
599,2017,Mount Adams,0.11,0.24,0.64,948,451,497,0,517,0,1,343,0,49,38,508,19,812,440,929,136
600,2017,Mount Vernon,0.37,0.26,0.37,7043,3475,3568,0,28,142,61,3774,54,159,2825,1587,341,4530,5456,6702,2513
601,2017,Mukilteo,0.3133333333333333,0.3766666666666667,0.31,15772,7532,8240,0,62,2291,1118,4546,166,1553,6036,3199,731,8237,12573,15041,7535
602,2017,Napavine,0.35,0.18,0.47,846,391,455,0,2,5,4,117,0,41,677,25,47,419,821,799,427
603,2017,Newport,0.225,0.23,0.5449999999999999,1152,514,638,0,11,5,2,59,2,57,1016,2,151,738,1150,1001,414
604,2017,Nine Mile Falls,0.31,0.48,0.21,1431,691,740,0,17,7,11,89,3,90,1214,2,56,433,1429,1375,998
605,2017,Nooksack Valley,0.37,0.22,0.4,1842,881,961,0,71,14,10,620,2,93,1032,260,33,1068,1582,1809,774
606,2017,North Franklin,0.355,0.19,0.45499999999999996,2226,1084,1142,0,1,26,6,1586,0,23,584,762,41,1693,1464,2185,533
607,2017,North Kitsap,0.25,0.41,0.34,6062,2997,3065,0,269,183,57,866,26,689,3972,243,751,2127,5819,5311,3935
608,2017,North Mason,0.265,0.18,0.5549999999999999,2258,1088,1170,0,24,15,9,501,12,149,1548,247,79,1449,2011,2179,809
609,2017,Northshore,0.27999999999999997,0.466,0.256,22884,11107,11777,0,65,4338,450,2886,48,1997,13100,1877,1863,3491,21007,21021,19393
610,2017,Oak Harbor,0.235,0.3,0.47,6015,2876,3139,0,17,398,238,1036,50,696,3580,300,315,2504,5715,5700,3511
611,2017,Ocean Beach,0.16,0.44,0.4,1075,508,567,0,11,9,0,192,1,59,803,52,65,725,1023,1010,350
612,2017,Ocosta,0.14,0.32,0.54,599,281,318,0,21,5,5,121,0,64,381,49,21,463,550,578,136
613,2017,Okanogan,0.32,0.34,0.34,1141,546,595,0,101,4,6,310,0,87,633,145,28,702,996,1113,439
614,2017,Olympia,0.23,0.48666666666666664,0.2833333333333333,10188,4879,5309,0,61,739,242,1159,27,1061,6898,267,194,3218,9921,9994,6970
615,2017,Omak,0.27,0.22999999999999998,0.495,5454,2829,2625,0,443,191,325,752,61,214,3468,206,11,2903,5248,5443,2551
